Paul Allen,@PaulGAllen,Business Man,24167314,25262449078,"In Kona, working on the book....and Adriana has killer rellenos...",2010-09-23T01:03:08.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,25347186662,"Peter McLoughlin is president of Seahawks/Sounders, http://tiny.cc/c6g6e great fit w/ coach & GM & says fans come 1st. Welcome Peter!",2010-09-23T22:17:13.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,25479782499,"Back home in Seattle, Peral Harbor: Pacific aviation museum, arizona memorial, Missouri, geat tour thx Kenneth DeHoff",2010-09-25T07:30:46.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,25816362426,@PeteCarroll We couldn't have done it Sunday without the crowd. Chargers saw what the 12th Man is all about. Congrats coach.,2010-09-28T20:14:18.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,25818087086,At Allen Institute for Brain Science Symposium: Open Questions in Neuroscience. D Anderson talks chem & bio  of fear http://tiny.cc/jmfie,2010-09-28T20:38:36.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,25884966492,"Wow, great welcome to Twitter. Thanks all. Just started, but look forward to great chats here. @thenewschick found this first. good sources?",2010-09-29T13:58:30.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,25893353661,"Blazer training camp finally starts, great photos here http://tiny.cc/o1gc8 welcome to new players and asst coaches: http://tiny.cc/wzk35",2010-09-29T15:33:35.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,25902124373,"Congratulations Leon Washington, NFL special team Player of the Week. http://tiny.cc/qxx1w He was amazing Sunday, 253 yds, franchise record.",2010-09-29T17:20:46.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,26123502790,EMP honors Hendrix bassist Billy Cox 9/9/10. Great benefit show w/ Kenny Wayne Shepherd Band & more. http://tiny.cc/uf8xp Tix selling fast.,2010-10-01T23:09:41.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,26124442196,"Sorry, wrong date for EMP honors Hendrix bassist Billy Cox. It is 10/9/10.  http://tiny.cc/uf8xp Tix selling fast.",2010-10-01T23:23:19.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,26148208275,Just back from Dave Stewart's studio where he is working with MJ on the  album...great stuff...,2010-10-02T04:59:27.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,26557937624,"Congratulations to Sounders FC. Nyassi scores twice to beat Crew 2-1, 1st team ever to repeat as US Open Cup winners! http://tiny.cc/8rxlp",2010-10-06T14:49:24.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,26561538217,Saw Blazers beat Clippers in 1st preseason game. Wesley Matthews hit 20 pts/20 minutes. http://tiny.cc/t94tm Excited for season to start.,2010-10-06T15:30:23.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,26622968893,Saw Tom Scott perform at Jazz Alley with Nearly Dan...'cookin!!,2010-10-07T05:29:45.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,26772836313,"Blazers come to Seattle for one night only, scrimmage 7 pm Thursday Garfield H.S. Brandon’s alma mater. Ticket info: http://tiny.cc/lw4bs",2010-10-08T18:07:21.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,26818428055,"Yikes ""Voodoo Child"" jam with Kenny Wayne Sheppard, Orianthi and Aledort tonight, Chris Layton, BIlly Cox on bass, I was rusty/ok- fun!!!",2010-10-09T05:31:29.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,26960296761,Follow @DaveStewart visit http://theblackbirddiaries.com to hear #theblackbirddiaries and chance to win Nokia N8 phone loaded w/new album,2010-10-10T18:31:30.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,26960879250,Sounders beat KC to make playoffs 2nd year in a row. http://tiny.cc/zd5nl Congratulations Sigi and team. Nyassi has 4 goals in 3 games!,2010-10-10T18:39:46.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,27046052251,Congratulations @richardbranson and Burt Rutan on successful test of VSS Enterprise!  http://bit.ly/a3k6iO,2010-10-11T15:53:02.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,27114881243,Back in Memorial Coliseum tonight  in Portland-lots of great memories since 88-fans went out of their way to say hello thanks!!,2010-10-12T06:27:17.000Z
Paul Allen,@PaulGAllen,Business Man,24167314,27314754235,Nice steak dinner with the Blazer coaching staff tonight! (well Nate had Salmon...)....,2010-10-14T05:37:09.000Z
